path,line,literal,context,classification,action,evidence
src/modelcypher/core/domain/geometry/path_geometry.py,407,1,"dp[i][0] = max(dp[i - 1][0], dist(i, 0))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,407,0,"dp[i][0] = max(dp[i - 1][0], dist(i, 0))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,407,0,"dp[i][0] = max(dp[i - 1][0], dist(i, 0))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,408,1,"for i in range(1, n):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,409,1,"for j in range(1, m):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,411,1,"dp[i][j] = max(d_val, min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1]))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,411,1,"dp[i][j] = max(d_val, min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1]))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,411,1,"dp[i][j] = max(d_val, min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1]))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,411,1,"dp[i][j] = max(d_val, min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1]))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,414,1,i = n - 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,415,1,j = m - 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,417,0,while i > 0 or j > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,417,0,while i > 0 or j > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,418,0,if i == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,419,1,j -= 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,420,0,elif j == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,421,1,i -= 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,424,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,424,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,424,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,424,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,425,1,"(dp[i - 1][j], i - 1, j),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,425,1,"(dp[i - 1][j], i - 1, j),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,426,1,"(dp[i][j - 1], i, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,426,1,"(dp[i][j - 1], i, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,428,0,"best = min(options, key=lambda item: item[0])",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,429,1,"i, j = best[1], best[2]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,429,2,"i, j = best[1], best[2]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,432,1,"return FrechetResult(distance=dp[n - 1][m - 1], optimal_coupling=list(reversed(coupling)))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,432,1,"return FrechetResult(distance=dp[n - 1][m - 1], optimal_coupling=list(reversed(coupling)))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,446,0,if n == 0 or m == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,446,0,if n == 0 or m == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,451,0.0,"compression_ratio=0.0,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,461,0.0,d_val = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,464,1.0,d_val = 1.0 - sim,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,469,0,"dp[0][0] = dist(0, 0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,469,0,"dp[0][0] = dist(0, 0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,469,0,"dp[0][0] = dist(0, 0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,469,0,"dp[0][0] = dist(0, 0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,471,1,"for j in range(1, m):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,472,0,"dp[0][j] = dp[0][j - 1] + dist(0, j)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,472,0,"dp[0][j] = dp[0][j - 1] + dist(0, j)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,472,1,"dp[0][j] = dp[0][j - 1] + dist(0, j)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,472,0,"dp[0][j] = dp[0][j - 1] + dist(0, j)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,474,1,"for i in range(1, n):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,475,0,"dp[i][0] = dp[i - 1][0] + dist(i, 0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,475,1,"dp[i][0] = dp[i - 1][0] + dist(i, 0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,475,0,"dp[i][0] = dp[i - 1][0] + dist(i, 0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,475,0,"dp[i][0] = dp[i - 1][0] + dist(i, 0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,477,1,"for i in range(1, n):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,478,1,"for j in range(1, m):",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,480,1,"dp[i][j] = d_val + min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1])",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,480,1,"dp[i][j] = d_val + min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1])",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,480,1,"dp[i][j] = d_val + min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1])",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,480,1,"dp[i][j] = d_val + min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1])",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,482,1,final_cost = dp[n - 1][m - 1],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,482,1,final_cost = dp[n - 1][m - 1],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,488,0.0,"compression_ratio=0.0,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,492,1,i = n - 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,493,1,j = m - 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,495,0,while i > 0 or j > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,495,0,while i > 0 or j > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,496,0,if i == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,497,1,j -= 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,498,0,elif j == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,499,1,i -= 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,502,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,502,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,502,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,502,1,"(dp[i - 1][j - 1], i - 1, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,503,1,"(dp[i - 1][j], i - 1, j),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,503,1,"(dp[i - 1][j], i - 1, j),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,504,1,"(dp[i][j - 1], i, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,504,1,"(dp[i][j - 1], i, j - 1),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,506,0,"best = min(options, key=lambda item: item[0])",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,507,1,"i, j = best[1], best[2]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,507,2,"i, j = best[1], best[2]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,511,0,normalized_cost = final_cost / path_length if path_length > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,511,0.0,normalized_cost = final_cost / path_length if path_length > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,513,0,compression_ratio = path_length / ideal_length if ideal_length > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,513,0.0,compression_ratio = path_length / ideal_length if ideal_length > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,543,0.0,"total_entropy=0.0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,544,0.0,"mean_entropy=0.0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,545,0.0,"entropy_variance=0.0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,546,0.0,"max_entropy=0.0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,547,0,"max_entropy_index=0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,548,0.0,"mean_gradient=0.0,",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,556,0.0,variance = 0.0,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,557,0,max_val = entropies[0],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,558,0,max_idx = 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,565,1,"gradients = [entropies[i] - entropies[i - 1] for i in range(1, len(entropies))]",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,565,1,"gradients = [entropies[i] - entropies[i - 1] for i in range(1, len(entropies))]",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,566,0.0,mean_gradient = sum(gradients) / len(gradients) if gradients else 0.0,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,655,2,if len(path.nodes) < 2:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,657,0.0,"level1=[0.0] * projection_dim,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,658,0.0,"level2=[[0.0] * projection_dim for _ in range(projection_dim)],",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,659,0.0,"signed_area=0.0,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,660,0.0,"signature_norm=0.0,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,671,1,proj = list(emb[: projection_dim - 1]),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,672,1,while len(proj) < projection_dim - 1:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,673,0.0,proj.append(0.0),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,677,0.0,proj = [0.0] * (projection_dim - 1),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,677,1,proj = [0.0] * (projection_dim - 1),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,683,1,# Level 1: Sum of increments = final - initial,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,684,0,"# Vectorized: diff along axis 0, then sum",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,686,1,"increments = coords[1:] - coords[:-1]  # [n-1, d]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,686,1,"increments = coords[1:] - coords[:-1]  # [n-1, d]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,686,1,"increments = coords[1:] - coords[:-1]  # [n-1, d]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,687,0,"level1_arr = self.backend.sum(increments, axis=0)  # [d]",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,691,2,# Level 2: Iterated integrals using Chen's identity,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,692,0.5,# level2 = sum_i (cumulative_before_i ⊗ dx_i) + 0.5 * sum_i (dx_i ⊗ dx_i),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,693,0,"cumulative = self.backend.cumsum(increments, axis=0)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/geometry/path_geometry.py,696,0.5,"self_outer = self.backend.matmul(self.backend.transpose(increments), increments) * 0.5",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,703,1,"antisym_flat = self.backend.reshape(antisym, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,703,1,"antisym_flat = self.backend.reshape(antisym, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,706,0.5,signed_area = 0.5 * float(self._to_scalar(antisym_norm[0])),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,706,0,signed_area = 0.5 * float(self._to_scalar(antisym_norm[0])),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,709,1,"level1_flat = self.backend.reshape(level1_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,709,1,"level1_flat = self.backend.reshape(level1_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,710,1,"level2_flat = self.backend.reshape(level2_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,710,1,"level2_flat = self.backend.reshape(level2_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,711,1,"sig_flat = self.backend.concatenate([level1_flat, level2_flat], axis=1)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,714,0,signature_norm = float(self._to_scalar(sig_norm_arr[0])),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,735,0,"Similarity score in [0, 1].",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,735,1,"Similarity score in [0, 1].",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,745,1,"level1_a = self.backend.reshape(a_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,745,1,"level1_a = self.backend.reshape(a_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,746,1,"level1_b = self.backend.reshape(b_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,746,1,"level1_b = self.backend.reshape(b_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,748,2,# Level-2 alignment,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,751,0,"min(len(sig_a.level2[0]), len(sig_b.level2[0]))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,751,0,"min(len(sig_a.level2[0]), len(sig_b.level2[0]))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,752,0,if rows > 0 and sig_a.level2[0] and sig_b.level2[0],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,752,0,if rows > 0 and sig_a.level2[0] and sig_b.level2[0],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,752,0,if rows > 0 and sig_a.level2[0] and sig_b.level2[0],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,753,0,else 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,755,0,if rows > 0 and cols > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,755,0,if rows > 0 and cols > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,758,1,"level2_a = self.backend.reshape(a2, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,758,1,"level2_a = self.backend.reshape(a2, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,759,1,"level2_b = self.backend.reshape(b2, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,759,1,"level2_b = self.backend.reshape(b2, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,765,1,"a_vec = self.backend.concatenate([level1_a, level2_a], axis=1)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,766,1,"b_vec = self.backend.concatenate([level1_b, level2_b], axis=1)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/geometry/path_geometry.py,773,0,total_dist = float(self._to_scalar(dist_arr[0])) if dist_arr.size else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,773,0.0,total_dist = float(self._to_scalar(dist_arr[0])) if dist_arr.size else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,774,1.0,return 1.0 / (1.0 + total_dist),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/geometry/path_geometry.py,774,1.0,return 1.0 / (1.0 + total_dist),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
